OBJECTID	NAME	TYPE	OSM_ID	COMMUNE	SECTION	E1000	N1000	GZD	GRID100K	MGRS
145	OCHA Ops Center	 	48492494	DELMAS	BELLEVUE	87	56	18Q	YF	18Q YF 8756
440	OIM Office	public_building	616872512	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
639	Old Prison Cell	prison	617931151	CAP HAITIEN	HAUT DU CAP	92	87	18Q	YG	18Q YG 9287
215	Olofson Hotel	hotel	615029215	PORT-AU-PRINCE	TURGEAU	81	50	18Q	YF	18Q YF 8150
1516	Operon	village	617832256	JACMEL	MONTAGNE LA VOUTE	61	27	18Q	YF	18Q YF 6127
882	Oranger	hamlet	616680858	GRAND GOSIER	COLLINE DES CHAINES	92	19	19Q	AA	19Q AA 9219
1397	Oranger	hamlet	617564501	LEOGANE	CITRONIER	59	40	18Q	YF	18Q YF 5940
500	Orthopedic clinic	hospital	617253073	DELMAS	BELLEVUE	87	58	18Q	YF	18Q YF 8758
39	Orthopedic clinic	hospital	617253073	DELMAS	BELLEVUE	87	58	18Q	YF	18Q YF 8758
525	Oswald College	school	617335609	OUANAMINTHE	HAUT MARIBAHOUX	14	64	19Q	BB	19Q BB 1464
1087	Otage	hamlet	616810493	LA VALLEE	LA VALLEE	38	16	18Q	YF	18Q YF 3816
10	Ouanaminthe	city	312672548	OUANAMINTHE	HAUT MARIBAHOUX	13	63	19Q	BB	19Q BB 1363
1530	Paco	locality	617857016	JACMEL	BAS COQ CHANTE	57	28	18Q	YF	18Q YF 5728
1669	Pacot	locality	617877566	PETIT-GOAVE	DES PALMES	27	31	18Q	YF	18Q YF 2731
999	Pacot	suburb	616735117	PORT-AU-PRINCE	TURGEAU	82	50	18Q	YF	18Q YF 8250
613	Pacot	village	615918608	THOMAZEAU	TROU D'EAU	8	72	18Q	ZF	18Q ZF 0872
1226	Pain Chorte	village	617186815	OUANAMINTHE	SAVANE AU LAIT	10	59	19Q	BB	19Q BB 1059
28	Palais de Justice	collapsed	48278091	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
455	Palais de Justice	public_building	616950746	FORT LIBERTE	DUMAS	2	77	19Q	BB	19Q BB 0277
1073	Palais des Ministères	collapsed	48343683	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
91	Palais des Ministères	collapsed	48343683	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
60	Palais des Ministères	public_building	48287742	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
90	Palais des Ministères	public_building	48343682	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
136	Palais des Ministères	public_building	48409150	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
143	Palais du Justice	courthouse	614403832	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
1072	Palais National	collapsed	48215560	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
2	Palais National	collapsed	48215560	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
850	Palismond	village	616679699	L'AZILE	TOURNADE	67	32	18Q	XF	18Q XF 6732
1059	Palma	hamlet	616782925	ANSE-A-GALET	PALMA	24	77	18Q	YF	18Q YF 2477
1102	Palmiste Lamy	hamlet	616811781	BAINET	BRAS GAUCHE	23	17	18Q	YF	18Q YF 2317
1653	Palmiste Tavin	hamlet	617874367	LEOGANE	PALMISTE A VIN	48	35	18Q	YF	18Q YF 4835
1270	Papette	village	617310876	LEOGANE	ORANGERS	63	40	18Q	YF	18Q YF 6340
523	Pâques	village	615830922	CROIX-DES-BOUQUES	BELLE FONTAINE	98	32	18Q	YF	18Q YF 9832
791	Paraclet	hamlet	616590931	ANSE-D'AINAULT	ILET A PIERRE JOSEPH	58	43	18Q	WF	18Q WF 5843
1674	Parade	hamlet	617878373	PETIT-GOAVE	DES PLATONS	22	29	18Q	YF	18Q YF 2229
1210	Parades	village	617186791	FERRIER	BAS MARIBAJOUX	11	69	19Q	BB	19Q BB 1169
1483	Parc Cabrit	village	617818091	BOUCAN CARRE	DES BAYES	5	96	18Q	ZF	18Q ZF 0596
839	Paresseux	hamlet	616620860	CROIX-DES-BOUQUES	BELLE FONTAINE	14	35	18Q	ZF	18Q ZF 1435
756	Paricot	hamlet	616582988	PORT-A-PIMENT	PARICOT	98	19	18Q	WF	18Q WF 9819
770	Paris	hamlet	616583702	CHARDONNIERES	BONY	87	23	18Q	WF	18Q WF 8723
475	Park Hotel	hotel	616957795	PORT-AU-PRINCE	TURGEAU	81	52	18Q	YF	18Q YF 8152
349	Parquet (Public Prosecutors Office)	public_building	616290438	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
167	Parquet du Tribunal	courthouse	614451821	GONAIVES	PONT TAMARIN	42	52	18Q	YG	18Q YG 4252
1723	Pas Chaine	hamlet	617886016	AQUIN	LA COLLINE	88	26	18Q	XF	18Q XF 8826
863	Passe Lafleur	hamlet	616680833	BELLE ANSE	PICHON	15	19	18Q	ZF	18Q ZF 1519
302	Patience Hotel	hotel	616046600	LES CAYES	BOURDET	30	13	18Q	XF	18Q XF 3013
884	Patier	hamlet	616680862	GRAND GOSIER	COLLINE DES CHAINES	92	23	19Q	AA	19Q AA 9223
637	Patrimonie National	public_building	617929877	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
1175	Pavillon	village	616986955	PESTEL	TOZIA	22	40	18Q	XF	18Q XF 2240
513	PCS	suburb	615733235	DELMAS	ST. MARTIN	82	55	18Q	YF	18Q YF 8255
1608	Peguy	hamlet	617867671	JACMEL	LAVANEAU	52	22	18Q	YF	18Q YF 5222
17	Peguyville	suburb	613003066	PETION-VILLE	BELLEVUE CHARD	88	49	18Q	YF	18Q YF 8849
1111	Pelagie	hamlet	616812051	BAINET	BRAS GAUCHE	22	20	18Q	YF	18Q YF 2220
800	Peligrin	hamlet	616590956	ANSE-D'AINAULT	GRANDOIT	62	44	18Q	WF	18Q WF 6244
779	Pénitence	hamlet	616584928	PORT-A-PIMENT	BALAIS	97	25	18Q	WF	18Q WF 9725
4	Pénitencier National	prison	48236280	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
66	Pensionnat Ste. Rose de Lima	place_of_worship	613336227	PORT-AU-PRINCE	TURGEAU	81	52	18Q	YF	18Q YF 8152
1789	Perches	town	618032579	PERCHES	HAUT DES PERCHES	91	60	19Q	AB	19Q AB 9160
1263	Perdu Temps	village	617306770	CARREFOUR	COUPEAU	69	39	18Q	YF	18Q YF 6939
1325	Perdumidi	village	617410221	CARREFOUR	MALANGA	73	40	18Q	YF	18Q YF 7340
271	Pérédo	village	614655897	MARIGOT	SAVANE DUBOIS	85	19	18Q	YF	18Q YF 8519
1720	Perine	hamlet	617885462	AQUIN	FONDS DES BLANCS	99	22	18Q	XF	18Q XF 9922
1381	Perlen	hamlet	617533575	TIBURON	LOBY	68	26	18Q	WF	18Q WF 6826
129	Pernier	suburb	613616949	PETION-VILLE	BELLEVUE CHARD	91	49	18Q	YF	18Q YF 9149
1756	Pestel	village	617914156	PESTEL	ESPERE	27	50	18Q	XF	18Q XF 2750
1572	Petavie	hamlet	617859823	MARIGOT	CORAIL SOULT	78	22	18Q	YF	18Q YF 7822
1028	Pete Fiel	hamlet	616779105	ANSE-A-GALET	PALMA	24	80	18Q	YF	18Q YF 2480
1761	Petionville	village	617916408	PETION-VILLE	BELLEVUE CHARD	87	49	18Q	YF	18Q YF 8749
13	Pétionville	city	612993840	PETION-VILLE	BELLEVUE CHARD	86	49	18Q	YF	18Q YF 8649
1256	Petit Guinée	village	617231576	PETIT-GOAVE	RAVINE SECHE	24	38	18Q	YF	18Q YF 2438
1246	Petit Paradis	hamlet	617203131	LEOGANE	DESSSOURCES	50	45	18Q	YF	18Q YF 5045
1758	Petit Trou de Nippes	village	617914636	PETIT TROU DE NIPPES	RAYMOND	57	49	18Q	XF	18Q XF 5749
1047	Petite Anse	hamlet	616782911	ANSE-A-GALET	PETITE ANSE	31	75	18Q	YF	18Q YF 3175
224	Petite Batterie	locality	614530730	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
1368	Petite Cahouane	hamlet	617528462	LES IROIS	CARCASSE	58	33	18Q	WF	18Q WF 5833
1043	Petite Colette	hamlet	616782907	ANSE-A-GALET	PETITE SOURCE	20	80	18Q	YF	18Q YF 2080
939	Petite Palace Cazeau	suburb	616702582	DELMAS	BELLEVUE	86	55	18Q	YF	18Q YF 8655
1190	Petite Rivière	hamlet	617136959	DAME-MARIE	PETITE RIVIERE	61	56	18Q	WF	18Q WF 6156
291	Petite Rivière	village	614680238	JACMEL	LAVANEAU	49	22	18Q	YF	18Q YF 4922
180	Petite-Riviere-de-Nippes	village	614471725	PETITE RIVIERE DE NIPPES	CHOLETTE	86	43	18Q	XF	18Q XF 8643
61	Petit-Goâve	town	613248492	PETIT-GOAVE	RAVINE SECHE	25	39	18Q	YF	18Q YF 2539
237	Peyrard	locality	614596624	CROIX-DES-BOUQUES	PETIT BOIS	99	53	18Q	YF	18Q YF 9953
137	Pharmacy Jalbrath	pharmacy	614395559	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
1198	Philibert	hamlet	617186778	FERRIER	BAS MARIBAJOUX	9	75	19Q	BB	19Q BB 0975
767	Philippeaux	hamlet	616582999	PORT-A-PIMENT	BALAIS	96	21	18Q	WF	18Q WF 9621
555	Pichon	village	615887564	BELLE ANSE	BELAIR	14	23	18Q	ZF	18Q ZF 1423
1037	Picmi	hamlet	616782901	ANSE-A-GALET	PICMY	23	72	18Q	YF	18Q YF 2372
1667	Picolet	locality	617877257	GRAND-GOAVE	GERARD	42	31	18Q	YF	18Q YF 4231
1394	Pierre	locality	617564498	LEOGANE	GROS MORNE	57	37	18Q	YF	18Q YF 5737
725	Pierre Peu	hamlet	616580217	LES ANGLAIS	COSSE	85	27	18Q	WF	18Q WF 8527
235	Pietrox	locality	614596622	CROIX-DES-BOUQUES	PETIT BOIS	97	53	18Q	YF	18Q YF 9753
368	Pignon	town	614921683	PIGNON	SAVANETTE	3	40	18Q	ZG	18Q ZG 0340
1776	Pilate	village	618028175	PILATE	BALLON	56	76	18Q	YG	18Q YG 5676
1471	Pinchanat	village	617809784	MIREBALAIS	SARAZIN	9	89	18Q	ZF	18Q ZF 0989
1100	Pintentiere	hamlet	616811775	BAINET	ORANGERS	28	16	18Q	YF	18Q YF 2816
1642	Pioterie	hamlet	617873952	LEOGANE	DESSSOURCES	45	42	18Q	YF	18Q YF 4542
1447	Pipiche	locality	617772487	GRAND-GOAVE	TETE A BOUF	31	33	18Q	YF	18Q YF 3133
476	Pistache	village	615597659	MARIGOT	SAVANE DUBOIS	85	20	18Q	YF	18Q YF 8520
566	Pistolet	village	615896925	CROIX-DES-BOUQUES	BELLE FONTAINE	7	32	18Q	ZF	18Q ZF 0732
279	Pivert	village	614671766	SAINT-MARC	CHARRETTE	43	14	18Q	YG	18Q YG 4314
485	Pla Boule	village	615693378	PETION-VILLE	ETANG DU JONC	83	47	18Q	YF	18Q YF 8347
169	Pla Boule	village	614442598	PETION-VILLE	MONTAGNE NOIRE	83	45	18Q	YF	18Q YF 8345
874	Place	hamlet	616680846	BELLE ANSE	MAPOU	87	20	19Q	AA	19Q AA 8720
1058	Place du Marche	hamlet	616782924	ANSE-A-GALET	PALMA	25	77	18Q	YF	18Q YF 2577
348	Place du Wharf	attraction	616290434	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
309	Place Négre	village	614695414	LA TORTUE	MARE ROUGE	23	18	18Q	YH	18Q YH 2318
1332	Place Nègre	village	617413999	CROIX-DES-BOUQUES	BELLE FONTAINE	95	35	18Q	YF	18Q YF 9535
1276	Plaine Dassema	locality	617367402	AQUIN	MACEAN	72	21	18Q	XF	18Q XF 7221
1277	Plaine Delice	locality	617367666	AQUIN	MARE A COIFFE	71	23	18Q	XF	18Q XF 7123
1017	Plaine des Mapous	hamlet	616777896	ANSE-A-GALET	GRANDE SOURCE	14	78	18Q	YF	18Q YF 1478
1778	Plaine du Nord	village	618028177	PLAINE DU NORD	BASSE PLAINE	85	76	18Q	YG	18Q YG 8576
1124	Plaine Galbi	hamlet	616813235	COTE-DE-FER	LA BICHE	20	9	18Q	YF	18Q YF 2009
988	Plaine Joannis	hamlet	616723261	POINTE A RAQUETTE	LA SOURCE	85	92	18Q	XF	18Q XF 8592
992	Plaine Lasource	hamlet	616723351	POINTE A RAQUETTE	GROS MANGLE	89	94	18Q	XF	18Q XF 8994
1537	Plaine Marechal	hamlet	617857036	JACMEL	BAS COQ CHANTE	59	28	18Q	YF	18Q YF 5928
1119	Plaine Marion	hamlet	616813230	COTE-DE-FER	GRIS GRIS	15	10	18Q	YF	18Q YF 1510
710	Plaine Munitie	locality	616556231	JACMEL	LAVANEAU	59	17	18Q	YF	18Q YF 5917
1123	Plaine Sabousse	hamlet	616813234	BAINET	BAS DE GRIS GRIS	23	9	18Q	YF	18Q YF 2309
1016	Plaisance	hamlet	616777895	POINTE A RAQUETTE	POINTE A RAQUETTE	9	81	18Q	YF	18Q YF 0981
1584	Plaisance	locality	617863665	CAYES-JACMEL	GAILLARD	77	18	18Q	YF	18Q YF 7718
1775	Plaisance	village	618028174	PLAISANCE	BASSIN	65	68	18Q	YG	18Q YG 6568
335	Plaisance	village	614720849	GRESSIER	PETIT BOUCAN	60	46	18Q	YF	18Q YF 6046
965	Plaisance	village	616722114	ANSE-A-GALET	GRAND LAGON	9	82	18Q	YF	18Q YF 0982
1794	Plaisance	village	618037071	PETIT TROU DE NIPPES	PLAISSANCE	46	38	18Q	XF	18Q XF 4638
1641	Plateau Teyen	hamlet	617870840	LA VALLEE	LA VALLEE	45	23	18Q	YF	18Q YF 4523
775	Platon	hamlet	616584919	CHARDONNIERES	RANDEL	93	28	18Q	WF	18Q WF 9328
127	Platon	suburb	613615594	PETION-VILLE	BELLEVUE CHARD	91	50	18Q	YF	18Q YF 9150
1034	Platon Balais	hamlet	616782898	ANSE-A-GALET	PICMY	25	74	18Q	YF	18Q YF 2574
957	Platon Balais	hamlet	616721357	POINTE A RAQUETTE	GROS MANGLE	92	92	18Q	XF	18Q XF 9292
347	Platon Besace	locality	614843750	PETIT-GOAVE	DES PALMES	24	24	18Q	YF	18Q YF 2424
814	Platon Blanc	hamlet	616620752	MARIGOT	FOND JEAN-NOEL	91	24	18Q	YF	18Q YF 9124
480	Platon Blane	village	615597690	MARIGOT	FOND JEAN-NOEL	89	24	18Q	YF	18Q YF 8924
457	Platon Bouvier	village	615539678	CARREFOUR	BOUVIER	70	41	18Q	YF	18Q YF 7041
1042	Platon L'aurore	hamlet	616782906	ANSE-A-GALET	PETITE ANSE	27	76	18Q	YF	18Q YF 2776
1045	Platon L'Etang	hamlet	616782909	ANSE-A-GALET	PETITE ANSE	28	76	18Q	YF	18Q YF 2876
776	Platon Mombin	hamlet	616584921	CHARDONNIERES	DEJOIE	94	29	18Q	WF	18Q WF 9429
923	Platon Pistache	hamlet	616680951	ANSE-A-PITRE	BOIS D'ORME	7	18	19Q	BA	19Q BA 0718
1675	Platon Renaud	village	617878374	PETIT-GOAVE	RAVINE SECHE	24	31	18Q	YF	18Q YF 2431
979	Platon Trou Bigaille	hamlet	616722362	POINTE A RAQUETTE	POINTE A RAQUETTE	2	81	18Q	YF	18Q YF 0281
949	Platon Trou Louis	village	616721347	POINTE A RAQUETTE	TROU LOUIS	90	88	18Q	XF	18Q XF 9088
1323	Plombe	village	617410219	CARREFOUR	MALANGA	74	38	18Q	YF	18Q YF 7438
1060	Plume Trou Jacques	hamlet	616782926	ANSE-A-GALET	PALMA	23	77	18Q	YF	18Q YF 2377
644	PNH	public_building	617935970	LEOGANE	DESSSOURCES	50	47	18Q	YF	18Q YF 5047
431	PNH	public_building	616852041	LEOGANE	DESSSOURCES	49	48	18Q	YF	18Q YF 4948
796	Poban	hamlet	616590937	ANSE-D'AINAULT	GRANDOIT	60	43	18Q	WF	18Q WF 6043
131	Point Thor	locality	613621593	CARREFOUR	THOR	74	53	18Q	YF	18Q YF 7453
1008	Pointe a Pierrot	hamlet	616765435	POINTE A RAQUETTE	TROU LOUIS	89	83	18Q	XF	18Q XF 8983
984	Pointe a Raquettes	town	616722829	POINTE A RAQUETTE	POINTE A RAQUETTE	4	78	18Q	YF	18Q YF 0478
990	Pointe des Lataniers	hamlet	616723348	POINTE A RAQUETTE	GROS MANGLE	85	97	18Q	XF	18Q XF 8597
1	Pointe du Cul de Sac	point	246632901	DELMAS	VARREUX	78	61	18Q	YF	18Q YF 7861
329	Pointe du Portugal	locality	614705175	LA TORTUE	LA TORTUE / POINTE D	46	12	18Q	YH	18Q YH 4612
1621	Pointe Jn Louis	locality	617870773	LA VALLEE	LA VALLEE	45	21	18Q	YF	18Q YF 4521
1107	Pointe Jour	hamlet	616811795	BAINET	BAS GRANDOU	31	17	18Q	YF	18Q YF 3117
350	Pointe Ravine Blanche	village	614849413	COTE-DE-FER	LA BICHE	21	9	18Q	YF	18Q YF 2109
54	Pointe Sounde	town	613234553	SAINT-MARC	BOCOZELLE	50	18	18Q	YG	18Q YG 5018
781	Policard	hamlet	616584933	PORT-A-PIMENT	BALAIS	2	23	18Q	XF	18Q XF 0223
245	Police Militaire	police	615054662	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
161	Police Station	police	48561132	PORT DE PAIX	AUBERT	27	6	18Q	YH	18Q YH 2706
178	Police Station	police	48564977	PORT DE PAIX	AUBERT	26	6	18Q	YH	18Q YH 2606
1315	Pomme d'Amour	village	617401732	JACMEL	LA GOSSELINE	76	33	18Q	YF	18Q YF 7633
1688	Pommier	hamlet	617880866	AQUIN	FRANGIPANE	6	19	18Q	YF	18Q YF 0619
1393	Ponce	hamlet	617561942	JEREMIE	ILES BLANCHES	85	44	18Q	WF	18Q WF 8544
607	Pont Janvier	village	615914903	THOMAZEAU	GRANDE PLAINE	5	60	18Q	ZF	18Q ZF 0560
278	Pont Tambou	village	614671765	SAINT-MARC	CHARRETTE	42	13	18Q	YG	18Q YG 4213
1783	Port Margot	village	618029158	BAS LIMBE	PETIT HOVARA / LA FA	70	86	18Q	YG	18Q YG 7086
1356	Port Royal	village	617433887	PETIT-GOAVE	BINO (PREMIERE PLAIN	20	39	18Q	YF	18Q YF 2039
1740	Port Salut	village	617911034	PORT-SALUT	DARBOIS	14	99	18Q	XE	18Q XE 1499
317	Port Vincent	town	614703030	LA TORTUE	LA TORTUE / POINTE D	37	14	18Q	YH	18Q YH 3714
280	Portail Guepe	suburb	614671767	SAINT-MARC	BOCOZELLE	42	15	18Q	YG	18Q YG 4215
392	Portail La Gosseline	locality	615113643	JACMEL	BAS CAP-ROUGE	60	18	18Q	YF	18Q YF 6018
1194	Portail Leogane	suburb	617170448	PORT-AU-PRINCE	TURGEAU	80	51	18Q	YF	18Q YF 8051
994	Portail St. Joseph	suburb	616730180	PORT-AU-PRINCE	TURGEAU	80	53	18Q	YF	18Q YF 8053
711	Portaile Leogane	locality	616556475	JACMEL	MONTAGNE LA VOUTE	60	18	18Q	YF	18Q YF 6018
744	Port-A-Piment	town	616582976	PORT-A-PIMENT	PARICOT	95	18	18Q	WF	18Q WF 9518
2	Port-au-Prince	city	289141966	PORT-AU-PRINCE	TURGEAU	80	53	18Q	YF	18Q YF 8053
8	Port-de-Paix	city	295326271	PORT DE PAIX	AUBERT	27	6	18Q	YH	18Q YH 2706
122	Poste de Sécurité du Département de l'Arbonit	public_building	48373938	GONAIVES	PONT TAMARIN	42	51	18Q	YG	18Q YG 4251
120	Poste et Telegraphe	post_office	48369619	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
133	Poste Marchand	suburb	613649017	PORT-AU-PRINCE	TURGEAU	81	52	18Q	YF	18Q YF 8152
158	Poste Office	post_office	614440073	GONAIVES	PONT TAMARIN	42	52	18Q	YG	18Q YG 4252
893	Pot De Chambre	hamlet	616680882	THIOTTE	POT DE CHAMBRE	97	15	19Q	AA	19Q AA 9715
1670	Potier	hamlet	617878369	PETIT-GOAVE	DES PALMES	25	30	18Q	YF	18Q YF 2530
1430	Potier	locality	617763561	PETIT-GOAVE	DES PALMES	29	34	18Q	YF	18Q YF 2934
1365	Potorien	hamlet	617523897	LES IROIS	MATADOR / JORGUE	67	36	18Q	WF	18Q WF 6736
751	Potu	hamlet	616582983	PORT-A-PIMENT	BALAIS	96	20	18Q	WF	18Q WF 9620
786	Poty	hamlet	616584978	CHARDONNIERES	RANDEL	96	26	18Q	WF	18Q WF 9626
1488	Pourrier	town	617820626	BOUCAN CARRE	BOUCAN CARRE	96	91	18Q	YF	18Q YF 9691
1306	Povot	village	617396047	LEOGANE	ORANGERS	63	41	18Q	YF	18Q YF 6341
1108	Pradine	hamlet	616811799	BAINET	BAS GRANDOU	35	14	18Q	YF	18Q YF 3514
550	Préchet	village	615880727	BELLE ANSE	PICHON	13	18	18Q	ZF	18Q ZF 1318
229	Prefecture	police	615044569	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
309	Préfecture	public_building	616064939	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
148	Préfecture de Jacmel	public_building	614405579	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
813	Presaille	hamlet	616620751	BELLE ANSE	BAIS D'ORANGE	93	24	18Q	YF	18Q YF 9324
1179	Préval	village	616991842	CORAIL	MOULINE	6	41	18Q	XF	18Q XF 0641
468	Prince Hotel	hotel	616956817	PORT-AU-PRINCE	TURGEAU	81	50	18Q	YF	18Q YF 8150
470	Prison	prison	616956857	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
628	Prison Civile du Cap Haitien	prison	617925365	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
472	Private School	school	616956859	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
325	Procure de Peres Oblats	monestary	616073722	LES CAYES	BOURDET	31	12	18Q	XF	18Q XF 3112
1431	Provence	village	617763675	PETIT-GOAVE	DES PALMES	27	39	18Q	YF	18Q YF 2739
1231	Puits Blain	suburb	617188388	PETION-VILLE	BELLEVUE CHARD	88	51	18Q	YF	18Q YF 8851
400	Puplan	village	615143476	KENSCOFF	SOUCAILLES	85	44	18Q	YF	18Q YF 8544
36	Quartier Général de Simple Police 4ème Compag	 	48279450	PORT-AU-PRINCE	TURGEAU	80	53	18Q	YF	18Q YF 8053
29	Quartier Générale des Volontaires de la Sécur	collapsed	48278094	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
374	Quartier Morin	town	614929494	QUARTIER MORIN	BASSE PLAINE	97	80	18Q	YG	18Q YG 9780
445	Radio AM/FM	studio	616885765	PORT DE PAIX	AUBERT	27	6	18Q	YH	18Q YH 2706
32	Radio Metropole	 	48278097	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
34	Radio Nationale	 	48278099	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
1261	Radio Station Maxima	locality	617293345	JACMEL	MONTAGNE LA VOUTE	60	18	18Q	YF	18Q YF 6018
207	Radio Transmitter	tower	615018306	CAP HAITIEN	HAUT DU CAP	93	88	18Q	YG	18Q YG 9388
790	Rampart	hamlet	616584985	CHARDONNIERES	RANDEL	99	28	18Q	WF	18Q WF 9928
1418	Rampe Des Lions	village	617676689	JEREMIE	HAUTE VOLDROGUE	93	44	18Q	WF	18Q WF 9344
1250	Ranaroy	hamlet	617203155	LEOGANE	GRANDE RIVIERE	52	44	18Q	YF	18Q YF 5244
773	Randelle	hamlet	616584915	CHARDONNIERES	RANDEL	94	24	18Q	WF	18Q WF 9424
808	Ranquitte	town	616599746	RANQUITTE	BAC A SOUDE	6	49	18Q	ZG	18Q ZG 0649
164	Raquette	locality	614381036	JACMEL	MONTAGNE LA VOUTE	59	18	18Q	YF	18Q YF 5918
1490	Rateau	village	617821838	MIREBALAIS	GRAND BOUCAN	0	77	18Q	ZF	18Q ZF 0077
753	Raton	hamlet	616582985	PORT-A-PIMENT	BALAIS	97	20	18Q	WF	18Q WF 9720
1166	Raymond	village	616986756	PESTEL	DUCHITY	13	38	18Q	XF	18Q XF 1338
45	RCA Global Communications	 	48279477	PORT-AU-PRINCE	TURGEAU	80	53	18Q	YF	18Q YF 8053
471	Red Cross	hospital	616956858	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
37	Red Cross	hospital	616956858	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
539	Red Cross	hospital	617481095	CAP HAITIEN	HAUT DU CAP	92	87	18Q	YG	18Q YG 9287
44	Red Cross	hospital	617481095	CAP HAITIEN	HAUT DU CAP	92	87	18Q	YG	18Q YG 9287
144	Regie du Tabac	public_building	614403837	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
126	Régie du Tabac	 	48374294	GONAIVES	PONT TAMARIN	41	52	18Q	YG	18Q YG 4152
84	Regie du Tabac et des Allumettes	works	48341279	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
85	Regie du Tabac et des Allumettes	works	48343133	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
86	Regie du Tabac et des Allumettes	works	48343134	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
87	Regie du Tabac et des Allumettes	works	48343135	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
88	Regie du Tabac et des Allumettes	works	48343136	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
89	Regie du Tabac et des Allumettes	works	48343137	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
98	Regie du Tabac et des Allumettes	works	48344580	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
99	Regie du Tabac et des Allumettes	works	48344581	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
100	Regie du Tabac et des Allumettes	works	48344582	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
101	Regie du Tabac et des Allumettes	works	48344583	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
102	Regie du Tabac et des Allumettes	works	48344584	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
103	Regie du Tabac et des Allumettes	works	48344585	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
104	Regie du Tabac et des Allumettes	works	48344586	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
105	Regie du Tabac et des Allumettes	works	48344587	CARREFOUR	THOR	75	50	18Q	YF	18Q YF 7550
512	Rélé Simon	suburb	615733178	DELMAS	ST. MARTIN	82	55	18Q	YF	18Q YF 8255
1591	Remy	hamlet	617863686	MARIGOT	MACARY	83	22	18Q	YF	18Q YF 8322
62	Réservoir d'eau de Bolosse	 	48288049	PORT-AU-PRINCE	MORNE L'HOPITAL	79	50	18Q	YF	18Q YF 7950
57	Residence d'Ambassadeur des Etats Unis d'Ameriqu	 	48285473	PORT-AU-PRINCE	TURGEAU	84	51	18Q	YF	18Q YF 8451
1552	Richard	locality	617857080	JACMEL	GRANDE RIV. DE JACME	62	31	18Q	YF	18Q YF 6231
684	Richemond	village	616390923	SAUT-D'EAU	MONTAGNE TERRIBLE	77	87	18Q	YF	18Q YF 7787
1585	Ricomon	locality	617863669	CAYES-JACMEL	GAILLARD	76	18	18Q	YF	18Q YF 7618
1609	Rideau	hamlet	617867672	JACMEL	HAUT COQ CHANTE	51	25	18Q	YF	18Q YF 5125
